candidate_name,epoch,model_name,train_reconstruction_loss,validation_reconstruction_loss
modern_tcn_seed42_candidate004,1,modern_tcn,23.79257447520892,0.2271502249546953
modern_tcn_seed42_candidate004,2,modern_tcn,0.15633831963024505,0.16128099025101275
modern_tcn_seed42_candidate004,3,modern_tcn,0.11200175291853524,0.11104828793857549
modern_tcn_seed42_candidate004,4,modern_tcn,0.09225652519552434,0.08787253760808222
modern_tcn_seed42_candidate004,5,modern_tcn,0.07902105018252233,0.08902824808516212
modern_tcn_seed42_candidate004,6,modern_tcn,0.07066161596709913,0.07565488719312172
modern_tcn_seed42_candidate004,7,modern_tcn,0.06766870571045927,0.07239526837145456
modern_tcn_seed42_candidate004,8,modern_tcn,0.05768617924526741,0.05681338522432221
modern_tcn_seed42_candidate004,9,modern_tcn,0.05235247015749496,0.06067552306764835
modern_tcn_seed42_candidate004,10,modern_tcn,0.048604675533015874,0.056499453123054794
modern_tcn_seed42_candidate004,11,modern_tcn,0.04665140744522621,0.04375822874843269
modern_tcn_seed42_candidate004,12,modern_tcn,0.0424683471133963,0.04185348582403684
modern_tcn_seed42_candidate004,13,modern_tcn,0.039417935087462594,0.04351820446852896
modern_tcn_seed42_candidate004,14,modern_tcn,0.03977530000761884,0.041584854819686025
modern_tcn_seed42_candidate004,15,modern_tcn,0.03628078370757116,0.0361536697459382
modern_tcn_seed42_candidate004,16,modern_tcn,0.0353098675059002,0.03488336025258979
modern_tcn_seed42_candidate004,17,modern_tcn,0.03306126444921142,0.03015578243680097
modern_tcn_seed42_candidate004,18,modern_tcn,0.03172692838710188,0.028067905455827713
modern_tcn_seed42_candidate004,19,modern_tcn,0.029949221576823563,0.026956392083996656
modern_tcn_seed42_candidate004,20,modern_tcn,0.028181600521822444,0.0287855239585042
modern_tcn_seed42_candidate004,21,modern_tcn,0.02710265322216873,0.024957581763029903
modern_tcn_seed42_candidate004,22,modern_tcn,0.025296292089617967,0.02665076105276475
modern_tcn_seed42_candidate004,23,modern_tcn,0.024109350039007885,0.026753879705997737
modern_tcn_seed42_candidate004,24,modern_tcn,0.023976500237696482,0.02704389831302939
modern_tcn_seed42_candidate004,25,modern_tcn,0.021640138914350602,0.020828380803200038
modern_tcn_seed42_candidate004,26,modern_tcn,0.02374651083529321,0.019891492380584415
modern_tcn_seed42_candidate004,27,modern_tcn,0.02251929476796115,0.02458062264564875
modern_tcn_seed42_candidate004,28,modern_tcn,0.020645445691106098,0.025939785825038277
modern_tcn_seed42_candidate004,29,modern_tcn,0.0218028206469827,0.025005166670559225
modern_tcn_seed42_candidate004,30,modern_tcn,0.021093619076402788,0.021241691592778708
modern_tcn_seed42_candidate004,31,modern_tcn,0.021866578827586657,0.026265615547025525
modern_tcn_seed42_candidate004,32,modern_tcn,0.020921904629330492,0.034853618843732656
modern_tcn_seed42_candidate004,33,modern_tcn,0.020059062000058712,0.02631814022724693
modern_tcn_seed42_candidate004,34,modern_tcn,0.02058074230460521,0.019807362754363567
modern_tcn_seed42_candidate004,35,modern_tcn,0.020627502570834642,0.017466445711466508
modern_tcn_seed42_candidate004,36,modern_tcn,0.020528744926543836,0.02050604916655937
modern_tcn_seed42_candidate004,37,modern_tcn,0.02093680015169695,0.01520115465894845
modern_tcn_seed42_candidate004,38,modern_tcn,0.01954835881809882,0.01464092458430772
modern_tcn_seed42_candidate004,39,modern_tcn,0.019206009998591872,0.017709507990779506
modern_tcn_seed42_candidate004,40,modern_tcn,0.021084654969392252,0.017408665075325534
modern_tcn_seed42_candidate004,41,modern_tcn,0.01807984243823938,0.01654362031636206
modern_tcn_seed42_candidate004,42,modern_tcn,0.019172534087031592,0.017602071997488738
modern_tcn_seed42_candidate004,43,modern_tcn,0.017979022965364442,0.01742974242212792
modern_tcn_seed42_candidate004,44,modern_tcn,0.018186147222957,0.02191726113213352
modern_tcn_seed42_candidate004,45,modern_tcn,0.018093434752784465,0.02108982518611073
modern_tcn_seed42_candidate004,46,modern_tcn,72151.27689647849,2.697285888817262
modern_tcn_seed42_candidate004,47,modern_tcn,2.169891357421875,1.553054639213794
modern_tcn_seed42_candidate004,48,modern_tcn,1.307297311845373,1.0753085223605503
modern_tcn_seed42_candidate004,49,modern_tcn,0.9330102817608359,0.8206835251200844
timesnet_seed42_candidate012,1,timesnet,0.25353106813479775,0.06242198058187145
timesnet_seed42_candidate012,2,timesnet,0.041442582822621685,0.027101835695235697
timesnet_seed42_candidate012,3,timesnet,0.0276051534059113,0.01793865944986066
timesnet_seed42_candidate012,4,timesnet,0.021598506902586925,0.013136179057230586
timesnet_seed42_candidate012,5,timesnet,0.019022728625225693,0.011860748406097752
timesnet_seed42_candidate012,6,timesnet,0.017397721138565917,0.011156821665306231
timesnet_seed42_candidate012,7,timesnet,0.015941553323032105,0.011009072429223037
timesnet_seed42_candidate012,8,timesnet,0.015378274237864639,0.010804877552376862
timesnet_seed42_candidate012,9,timesnet,0.014344964636974548,0.010957220932054142
timesnet_seed42_candidate012,10,timesnet,0.01422585468254473,0.009939827834661056
timesnet_seed42_candidate012,11,timesnet,0.013424058879840455,0.010036070253827597
timesnet_seed42_candidate012,12,timesnet,0.013099223981318001,0.01012157048625004
timesnet_seed42_candidate012,13,timesnet,0.012934034676227259,0.008925963918780526
timesnet_seed42_candidate012,14,timesnet,0.01205681911223147,0.008992461320602859
timesnet_seed42_candidate012,15,timesnet,0.011813172719709268,0.00949095999534969
timesnet_seed42_candidate012,16,timesnet,0.011992687735808631,0.009344348213146501
timesnet_seed42_candidate012,17,timesnet,0.011594086390447943,0.009505076850174403
timesnet_seed42_candidate012,18,timesnet,0.011561878327892659,0.009481306403894487
timesnet_seed42_candidate012,19,timesnet,0.011279069494507084,0.00964180502611171
timesnet_seed42_candidate012,20,timesnet,0.011090465308460471,0.009005289113353172
timesnet_seed42_candidate012,21,timesnet,0.01106474663781589,0.009441323533306562
timesnet_seed42_candidate012,22,timesnet,0.011002924017710228,0.008937948939553143
