epoch,train_reconstruction_loss,validation_reconstruction_loss
1,0.5805198619897776,0.038239317043207405
2,0.08769747091211239,0.023771374869705517
3,0.05236660093420519,0.016114468408021623
4,0.05205970487495849,0.013325949355664595
5,0.02439763740293752,0.011559121273798732
6,0.033626171865693805,0.01097272455382797
7,0.03971093069906961,0.009746368342681175
8,0.05213787700027614,0.008534301050708674
9,0.03319926704785277,0.0075193707236350035
10,0.02935159465359559,0.00680749090785933
11,0.03173715220698384,0.0058016959455704726
12,0.03515378899492306,0.005180984481362763
13,0.03895107635850403,0.005024026249529703
14,0.024034974538668426,0.004892672918575089
15,0.022911633985921002,0.005004841480091805
16,0.041614561611325214,0.00442785153196693
17,0.02432222029288686,0.004650981691467189
18,0.027587891052771395,0.004297110784824415
19,0.025672502709192416,0.00457215384245146
20,0.017836119034020055,0.004428647335039497
21,0.028466005904055288,0.004299340766454229
22,0.022990197224437067,0.004283296652762901
23,0.017182970486519823,0.004144075323072285
24,0.027179320392809493,0.004284610156191331
25,0.024980619265302522,0.004313864282377791
26,0.021457020607381565,0.003981322860032911
27,0.017299145585330168,0.004029967477147627
28,0.012788237656800533,0.004226331429402684
29,0.029294783321982425,0.004351971094587409
30,0.03248812133975696,0.004166038011956006
31,0.014961037310367485,0.004117045411698111
32,0.022423995202978334,0.00442722498115561
33,0.016207627243722596,0.004054469200172007
34,0.019425443119922968,0.004157383449903757
35,0.014270293413230902,0.004014607831245152
36,0.012843751064655459,0.003951934922952205
37,0.01696396704800515,0.0039009310134044827
38,0.011598849458233366,0.0038225764725300505
39,0.010910191723114793,0.003898758857891463
40,0.009328178477688815,0.0038386532889889188
41,0.016801931414278753,0.003889876211249474
42,0.020831440683599246,0.003964738849346049
43,0.02224571291656005,0.003823447287531297
44,0.020237188324450848,0.003942144043720895
45,0.014172250497207608,0.0037904358916154993
46,0.012037707510006719,0.0038421095942328797
47,0.012546306724752352,0.003839942864454692
48,0.014955162768359823,0.003948958559393338
49,0.00963113808846277,0.0037785152011698612
50,0.015176306995958582,0.003746514846414623
51,0.009846812327730662,0.0038356146968265134
52,0.010952061858195108,0.003783874540226307
53,0.013387232109792266,0.003696671157518811
54,0.012831327013390244,0.0036038654045735647
55,0.012321560923669065,0.0036452876669411526
56,0.00914469072408535,0.003689911349239282
57,0.01705254604208024,0.003598973636654569
58,0.011811652836084523,0.0036134312299176733
59,0.016578812878370233,0.0037228140324104303
60,0.014800352938385363,0.003588790206377758
61,0.014934574255779086,0.0034929135865418284
62,0.010711606608139228,0.0035693862244043865
63,0.007788946628317957,0.003561202073597531
64,0.010851803184366118,0.003489816231616182
65,0.013290455306216828,0.0036038396608158263
66,0.012308755480983067,0.0035644375290380926
67,0.013664565560899957,0.003468739022160085
68,0.009006836198716214,0.0034488470654894894
69,0.010714061216139322,0.0033718993136284464
70,0.008445517910383027,0.003354585021464495
71,0.008288654789519671,0.003373899237996694
72,0.017307405557180317,0.0032994009649505974
73,0.010931222221840455,0.0033272347731016032
74,0.010514950781417044,0.0032135493316539994
75,0.011590094474432024,0.0034168404512811544
76,0.012953327892113143,0.003358856174333884
77,0.008751239185276406,0.003395520269206339
78,0.010402555738351712,0.0033573724433109617
79,0.008540144581446547,0.003364156135897402
80,0.008711390920342517,0.0032146099167620398
81,0.00889446983582841,0.003184803469793689
82,0.010059779708961217,0.003188700490438084
83,0.013050238174641118,0.0031501252070018203
84,0.008156348775439668,0.003241390994289981
85,0.009798584478184633,0.0031953199337827177
86,0.006639919625122961,0.0031205915942470112
87,0.009405809145734892,0.0031916946570229965
88,0.008552071433031123,0.003135617134564488
89,0.010931219172527804,0.0033287748910214117
90,0.007157307326846387,0.0031289615105445745
91,0.007928100082076612,0.0031844230564651876
92,0.006695347444927496,0.0031009520298983084
93,0.012457138816178073,0.003190139295794524
94,0.009029995538030734,0.0033321097743748574
95,0.009654721831913845,0.0031443642503468363
96,0.009547725423922288,0.003112139934162814
97,0.006263620493865467,0.0031242417058021557
98,0.007575357232060512,0.003039593449878938
99,0.011632649869084763,0.0030653609183656687
100,0.009908690838031206,0.0030920419489919413
