analysis_start,analysis_end,expected_interval_minutes,expected_rows,actual_rows,missing_rows_vs_full_grid,first_data_time,last_data_time,gap_count,missing_5min_slots_in_gaps
2024-03-05 10:50:00,2026-06-25,5,242366,202957,39409,2024-03-06 12:20:00,2026-06-24 23:55:00,26816,39409
