epoch,train_reconstruction_loss,validation_reconstruction_loss
1,0.38449942602939646,1.0291160035212308
2,0.13796246426946357,0.9250865838434917
3,0.09811857762045227,0.8771636199995579
4,0.08359896582495434,0.8246207064424722
5,0.07391409536767107,0.7731905955426543
6,0.07089284746319413,0.757494652619129
7,0.06620126986848526,0.7699307750213571
8,0.06265942293009606,0.737053433208054
9,0.0605230487819995,0.7206758463366685
10,0.06083145982210558,0.7168220538824847
11,0.056289220714498635,0.7106493144521231
12,0.054471992336781454,0.7200832873897393
13,0.054619607188322844,0.7323049658705906
14,0.05354606513467656,0.6972565359254028
15,0.05145149721764685,0.7015481042546152
16,0.05088582550863628,0.7301934829601611
17,0.05090318417246273,0.7055078849384548
18,0.05036160139000239,0.7048875208256383
19,0.04874199148840629,0.6853026977219058
20,0.04912428164903282,0.6703742112060824
21,0.04902738858942381,0.676766276731162
22,0.04862843958257409,0.6812969815951235
23,0.048315773133764235,0.6751377649500423
24,0.047334446975318537,0.660844196570075
25,0.046664675725946014,0.6531387239938219
26,0.04779172274523961,0.643496001675873
27,0.04767420197835083,0.6628550689263479
28,0.04556469406325294,0.6544993241265145
29,0.04457775753513294,0.6431019631606089
30,0.04730990646806616,0.658601714892541
31,0.04662425276785879,0.6341583030267514
32,0.04410406241085625,0.6415532928797423
33,0.04441496496099976,0.6312461788874021
34,0.04389229434461516,0.6349814956150456
35,0.04401269030475288,0.6312474937098015
36,0.04370521206044623,0.6444972732546893
37,0.04341812492575005,0.6267608016041656
38,0.04274741344511425,0.6161699920988315
39,0.04216568026791577,0.6098750143678896
40,0.0441378246251449,0.6019537639033222
41,0.043538060417528945,0.6198763306089214
42,0.04328438690676233,0.6104248092973925
43,0.04213021496565843,0.5956042976595078
44,0.042876912522456366,0.6070071135929768
45,0.04333716790252953,0.6145393091565405
46,0.042755000537094426,0.6119250247119278
47,0.042812421051331845,0.605283431067372
48,0.0424403052063279,0.5961683514999806
49,0.04232157017883168,0.5964736510376563
50,0.042534722371162265,0.5969252926505646
51,0.044538750854796014,0.6175621158053284
52,0.04094698688379458,0.6177349649924809
53,0.041030553478455786,0.6184289997878379
54,0.04196070647754443,0.6056473873184056
