crop,feature_variant,model,baseline_only,deployment_eligible,horizon,validation_window_count,physical_violation_rate,nan_inf_count,target,drift_slope_nmae,drift_slope_nmae_median,drift_slope_nmae_q90,drift_slope_nmae_cvar90
melon,with_quality_flags,xgboost,False,True,60min,483,0,0,indoor_temperature,0.008083372158,0.004184524588,0.021899901,0.03451994489
melon,with_quality_flags,xgboost,False,True,60min,483,0,0,indoor_humidity,0.01040229855,0.008042974227,0.02372302906,0.03576758261
melon,with_quality_flags,xgboost,False,True,60min,483,0,0,indoor_co2,0.01752678485,0.00988258167,0.04531200676,0.081141742
melon,with_quality_flags,mlp,False,False,15min,483,0,0,all_targets,0.3129626184,0.03970877479,1.021775556,1.419464736
melon,with_quality_flags,mlp,False,False,15min,483,0,0,indoor_temperature,0.02648448874,0.01623302238,0.06971783843,0.08713932464
melon,with_quality_flags,mlp,False,False,15min,483,0,0,indoor_humidity,0.03202208976,0.01590046168,0.1055221764,0.1561043447
melon,with_quality_flags,mlp,False,False,15min,483,0,0,indoor_co2,0.8803812768,0.07126310512,2.95601132,4.092875665
melon,with_quality_flags,mlp,False,False,30min,483,0,0,all_targets,0.6416835037,0.04290980564,2.086405371,2.745312928
melon,with_quality_flags,mlp,False,False,30min,483,0,0,indoor_temperature,0.03193539787,0.01793589206,0.08030795061,0.09495699145
melon,with_quality_flags,mlp,False,False,30min,483,0,0,indoor_humidity,0.08419476052,0.03064780954,0.272519642,0.3733864948
melon,with_quality_flags,mlp,False,False,30min,483,0,0,indoor_co2,1.808920353,0.07919549117,5.977196754,7.83211591
melon,with_quality_flags,mlp,False,False,60min,483,0.01736829998,0,all_targets,1.25105065,0.1138923363,4.188290414,5.227184843
melon,with_quality_flags,mlp,False,False,60min,483,0.01736829998,0,indoor_temperature,0.03493542503,0.02107188577,0.08271636171,0.1012321105
melon,with_quality_flags,mlp,False,False,60min,483,0.01736829998,0,indoor_humidity,0.19015338,0.04438100411,0.6255190745,0.7976186766
melon,with_quality_flags,mlp,False,False,60min,483,0.01736829998,0,indoor_co2,3.528063146,0.2616519652,11.93276202,14.84110063
cucumber,with_quality_flags,persistence,True,False,15min,387,0,0,all_targets,0.01834533097,0.01475737356,0.04849519313,0.066991729
cucumber,with_quality_flags,persistence,True,False,15min,387,0,0,indoor_temperature,0.01918704079,0.01525456693,0.04486637332,0.05680082862
cucumber,with_quality_flags,persistence,True,False,15min,387,0,0,indoor_humidity,0.01037803669,0.007701117515,0.03877345253,0.05776267407
cucumber,with_quality_flags,persistence,True,False,15min,387,0,0,indoor_co2,0.02547091545,0.02297725939,0.09190903756,0.1280769459
cucumber,with_quality_flags,persistence,True,False,30min,387,0,0,all_targets,0.01762333115,0.01355714177,0.03751884181,0.05816820269
cucumber,with_quality_flags,persistence,True,False,30min,387,0,0,indoor_temperature,0.01928806879,0.01369065334,0.04410749066,0.05632718434
cucumber,with_quality_flags,persistence,True,False,30min,387,0,0,indoor_humidity,0.01191934787,0.009145674961,0.0313248934,0.04599623976
cucumber,with_quality_flags,persistence,True,False,30min,387,0,0,indoor_co2,0.02166257677,0.01181687626,0.06223554829,0.1188757552
cucumber,with_quality_flags,persistence,True,False,60min,387,0,0,all_targets,0.01655192382,0.01324332308,0.03296157405,0.04990477243
cucumber,with_quality_flags,persistence,True,False,60min,387,0,0,indoor_temperature,0.01858570929,0.01255003449,0.04480487815,0.05370819441
cucumber,with_quality_flags,persistence,True,False,60min,387,0,0,indoor_humidity,0.01135830477,0.009106003653,0.02837308045,0.03908663407
cucumber,with_quality_flags,persistence,True,False,60min,387,0,0,indoor_co2,0.01971175741,0.009801488271,0.05469551815,0.0930255585
cucumber,with_quality_flags,linear_regression,False,False,15min,387,0,0,all_targets,0.02248691809,0.01856177321,0.05246959633,0.07857151344
cucumber,with_quality_flags,linear_regression,False,False,15min,387,0,0,indoor_temperature,0.008284483383,0.005208737999,0.02343239173,0.03275799783
cucumber,with_quality_flags,linear_regression,False,False,15min,387,0,0,indoor_humidity,0.03012014885,0.01826879523,0.092677187,0.1256170807
cucumber,with_quality_flags,linear_regression,False,False,15min,387,0,0,indoor_co2,0.02905612202,0.02045174581,0.1001218345,0.1542009047
cucumber,with_quality_flags,linear_regression,False,False,30min,387,0,0,all_targets,0.02438504691,0.01953144965,0.0505933686,0.07594214163
cucumber,with_quality_flags,linear_regression,False,False,30min,387,0,0,indoor_temperature,0.008546533356,0.006542448247,0.02023004912,0.029344656
cucumber,with_quality_flags,linear_regression,False,False,30min,387,0,0,indoor_humidity,0.03540148854,0.0160938103,0.1030935162,0.142482162
cucumber,with_quality_flags,linear_regression,False,False,30min,387,0,0,indoor_co2,0.02920711883,0.02012757449,0.06599404675,0.1285555688
cucumber,with_quality_flags,linear_regression,False,False,60min,387,0.0004306632214,0,all_targets,0.0270104805,0.01836683056,0.06347409062,0.0909884975
cucumber,with_quality_flags,linear_regression,False,False,60min,387,0.0004306632214,0,indoor_temperature,0.00837368018,0.006620967969,0.0198182232,0.02580855378
cucumber,with_quality_flags,linear_regression,False,False,60min,387,0.0004306632214,0,indoor_humidity,0.04678707557,0.02065333443,0.1291634243,0.1887902302
